JobTitle,Company,Location,Summary,Salary,PostDate,JobUrl
"Software Engineer, Computational Photography",Rylo,"San Francisco, CA","You will work closely with software engineers, hardware engineers, and designers to push the boundaries and capabilities of consumer cameras.",,30+ days ago,https://www.indeed.com/rc/clk?jk=12fa336b2e39a976&fccid=170a24684f33af05&vjs=3
PHP Developer,Spiral Scout,"San Francisco, CA","The back-end part development of the application;
Participation in the calls with the client and internal calls (stand-ups, planning, retrospective, grooming…",,30+ days ago,https://www.indeed.com/rc/clk?jk=eb099267497a3045&fccid=26f49b326987da28&vjs=3
Frontend Software Engineer - Streaming,Verkada,"San Mateo, CA","Design, implement, maintain and improve Verkada’s video and audio streaming infrastructure.
Ensure customers have the best streaming experience for both live…",,30+ days ago,https://www.indeed.com/rc/clk?jk=6bb294380565db07&fccid=17b2ec97e4ece7cf&vjs=3
"Backend / API Engineer, Remote North America",Hatch,"San Francisco, CA","You'll build API's for all of Hatch's products, drive partner integrations, scale automated processes with rule-based and machine-learning models, and ship real…",,16 days ago,https://www.indeed.com/rc/clk?jk=67815f50efce1f8f&fccid=0ac3b933f5c5f8e3&vjs=3
"Machine Learning Engineer, Deep Learning & NLP",Forethought,"San Francisco, CA","At Forethought, we're solving the world's hardest problems in Natural Language Understanding to build an ""answer engine"" for the enterprise.",,30+ days ago,https://www.indeed.com/rc/clk?jk=03696ac017219ea8&fccid=c7cff1dec8c0c7cd&vjs=3
Embedded Software Engineer (SF),Loft Orbital Solutions,"San Francisco, CA","Experience with RTOS and time-critical software development.
Awareness and understanding of mission-critical systems and related software impact.",,21 days ago,https://www.indeed.com/rc/clk?jk=d8d838d60b9f3873&fccid=c5a31cbaead96550&vjs=3
"Scientist/Machine Learning Engineer, Applied Science",Amobee,"Redwood Shores, CA","You are a brilliant, motivated self-starter and an extremely fast learner with top notch problem solving, and analytical skills.",,30+ days ago,https://www.indeed.com/rc/clk?jk=d009309d448c198e&fccid=ebaa8a50df7c2d2f&vjs=3
Full Stack Developer,AnitaB.org,"Belmont, CA","Track and document code changes using version control software such as Git.
Optimize new/refactor existing projects to improve ability to recover from hardware…",,14 days ago,https://www.indeed.com/rc/clk?jk=532f64c490f559aa&fccid=335ea0ff0149f7c3&vjs=3
Science Software Engineer,Quest Diagnostics,"Alameda, CA","Adhere to software development best practices.
BS with 5+ years or MS with 2-3 years of professional software development or technical engineering experience in…",,30+ days ago,https://www.indeed.com/rc/clk?jk=418a5966224841ae&fccid=d92b4bd583ab3ea9&vjs=3
Embedded Android Developer,Johnson Service Group Inc.,"Alameda, CA",The successful candidates will work within the client’s high-performance development team that is developing world-class products in patient healthcare.,,21 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6dl-DYSz0LSGJzJxQNYszf1i8hgirP1dhT7TFrgG1eYqweTqbLvJpB4u-xUstn7W1swS9ETXXfydv3NlQcaJJYjOhlODirl-V2UKGis6a8KdpcpK8UtEC-00dS6bn07oHcgB1Dxu7NYmOqubuxJKuGEQbzd4AnHTk_bZBDMM_Qnu-6b06gBPOJdRa7DkJyl36-APtzQulBdLvQTKHFAm7CIDmN8H6IXugD0lUmToSiXX7QXpVFrrUGNH9xeY-nEM6RCYGDmHXdtKeuVDIqs-L1nDW3ursDnSNgUFFO5-8PnJwAx3twmt06l2-Lod45GMxuiLnQ7qpZF2-rcpR3zc6K4zrJ1sAXiERvwqNbeUIAzZ4G2hZAumBKChQDfx5HYnKYqdCryfYN1yFn_ZPnUmwe4U0M-XCbIi_Pm1WRNm-eDNPe2QRASCkreI6U730Q5pY5ygKyVsb9m-AgWIWIlVA31RLA8xSvKDHHhiPuBK3SA==&p=2&fvj=0&vjs=3
"Software Engineer, Monitoring & Observability",Wish,"San Francisco, CA","As a Software Engineer on the Monitoring team, you will build systems that enable the engineering organization to be able to introspect their applications at…",,30+ days ago,https://www.indeed.com/rc/clk?jk=85b0dd4116410c89&fccid=617690ce838507f3&vjs=3
Software Generalist – Fullstack,Burstorm,"San Carlos, CA",We have several roles and focus areas available.,,30+ days ago,https://www.indeed.com/rc/clk?jk=6cc2d6dc56240d56&fccid=e7bc5e26f65c845a&vjs=3
"Software Engineer, Full Stack",BuildZoom,"San Francisco, CA","2+ years of hands-on software engineering experience in a professional team-based environment.
We guide clients with medium-to-large residential and light…",,30+ days ago,https://www.indeed.com/rc/clk?jk=daa27126c111b13e&fccid=0d7fa840d87fef54&vjs=3
Software Engineer- Alerts & Insights,Sumo Logic,"Redwood City, CA",We are building a powerful intelligent alerting engine to identify key performance and security issues out of the box for applications and infrastructure…,,7 days ago,https://www.indeed.com/rc/clk?jk=c615eae42e02964e&fccid=cd16d7546cac8264&vjs=3
Full Stack Software Engineer,Lemonaid Health,"San Francisco, CA","First and foremost, developing software our users need.
Develop software solutions by studying information needs; conferring with users; studying systems flow,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=861e85eea186be6d&fccid=3c11a9a8d23692c4&vjs=3
Full Stack Developer,Intone Networks,"San Francisco, CA","Apply quality software engineering practices through all phases of development and into production.
Develop new investment functionality into our flagship Index…",,30+ days ago,https://www.indeed.com/rc/clk?jk=2fbf695c0f7a3d71&fccid=3ed0572c448b2368&vjs=3
Fullstack Senior Software Engineer,Box,"Redwood City, CA","D eep understanding of algorithms, data structures and software design.
Team up with other engineers to foster solid engineering principles and represent our…",,30+ days ago,https://www.indeed.com/rc/clk?jk=e35a2c1f09bdc31b&fccid=3b768bad00fab6a6&vjs=3
Lead Software Developer,Cambridge Associates LLC,"San Francisco, CA","You have 7-10 years of experience in software development and have demonstrated leadership experience.
You will lead development effort for two separate groups…",,23 days ago,https://www.indeed.com/rc/clk?jk=77aa177366ae67c0&fccid=535ed39059cc94a7&vjs=3
Backend Developer,care.coach,"Millbrae, CA","Bachelor's degree in software engineering or a similar field.
2+ years in an agile environment designing and developing business logic and data-related software…",,30+ days ago,https://www.indeed.com/company/care.coach/jobs/Backend-Developer-9902119a6a3eb74e?fccid=e8367d8975d46877&vjs=3
JavaScript SDK Engineer,Iterable,"San Francisco, CA","Involvement in the open source developer community.
Iterable is a cross-channel platform that powers unified customer experiences and empowers marketers to…",,30+ days ago,https://www.indeed.com/rc/clk?jk=de77644f3b80345a&fccid=2d391ae803500ab0&vjs=3
"Software Engineer, Backend",Afterpay Touch,"San Francisco, CA","Building our core systems that serve our customers, merchants, risk engines and core payment processing.
Experienced in building and maintaining applications…",,30+ days ago,https://www.indeed.com/rc/clk?jk=fc496981b7ac6bcd&fccid=c01cf176201274eb&vjs=3
Senior Software Engineer - Core API,Twitter,"San Francisco, CA","Some experience working on a native (iOS or Android) or web application, so you can not only understand the complexities and requirements of client-side…",,15 days ago,https://www.indeed.com/rc/clk?jk=f0322d50099c374c&fccid=7a3824693ee1074b&vjs=3
Front End Engineer,Peach Finance,"Oakland, CA","United States Remote engineers are welcome to submit!
Lead the frontend development of a completely new system for loan management from the ground up.",,30+ days ago,https://www.indeed.com/rc/clk?jk=96c2c17dc62ad1f2&fccid=9f8001676a0bf809&vjs=3
QA Engineer,Jonajo Consulting,"San Francisco Bay Area, CA","Follow agile principles to deliver high quality software.
Test software features using various functional and non-functional testing methodologies.",,30+ days ago,https://www.indeed.com/company/Jonajo-Consulting/jobs/QA-Engineer-275b4f8f6565f1e4?fccid=9d07e4ffef7474cc&vjs=3
Frontend Developer,Veev,"San Mateo, CA","Work across internal IS & software development teams and external partners.
Creative and strategic problem solving.
Build, run & report A/B tests.",,22 days ago,https://www.indeed.com/rc/clk?jk=4fa655575837139c&fccid=f6648272c070aec9&vjs=3
Operating Systems Software Engineer,Facebook,"Burlingame, CA","Profile performance problems and drive optimizations that span the entire software stack.
Design, develop and support Kernel, Virtualization, Storage related…",,22 days ago,https://www.indeed.com/rc/clk?jk=e7b861d16cdbf5ec&fccid=1639254ea84748b5&vjs=3
Software Developer in Test (SDET),BlueVine,"Redwood City, CA","You will partner with Product and Engineering teams to ensure we have effective test strategies, processes, and plans based on industry Agile best practices.",,30+ days ago,https://www.indeed.com/rc/clk?jk=b48b0a80e2c761a4&fccid=3c2181d40a370308&vjs=3
Senior Software Engineer,Autodesk,"San Francisco, CA","Write code that is tested, readable, and maintainable.
Engage in technical discussion and decision making.
Participate in on-call rotation to support production…",,Just posted,https://www.indeed.com/rc/clk?jk=30b560b3a05ec5e9&fccid=7136762d065a5ad7&vjs=3
Freelance Web Designer & Developer with Wordpress Expertise,Buddy Web Design & Development,"Oakland, CA","This work can be done remotely and part time, according to a schedule of your choosing, provided development milestones are met.
Job Types: Part-time, Contract.",,3 days ago,https://www.indeed.com/company/Buddy-Web-Design-&-Development/jobs/Freelance-Web-Designer-Developer-Wordpress-Expertise-5c299a729cd5ff34?fccid=c37ce1deb862e0b7&vjs=3
Software QA Automation Engineer,Caption Health,"Brisbane, CA","Ensure proper configuration management of test management software and requirements traceability.
1+ years of experience in software quality assurance in the…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0a1b24f39bff7748&fccid=058ef7aed09fb9a2&vjs=3
Java Full Stack Developer,ConnectedX Inc.,"San Carlos, CA","Analytical thinking and problem-solving skills as a fast learner.
Enthusiastic with proven ability to work with minimal supervision and efficient time…",,1 day ago,"https://www.indeed.com/company/Connectedx,-Inc./jobs/Java-Full-Stack-Developer-ae1436bbe885ef6f?fccid=fb09abdbf5409ed3&vjs=3"
"Manager, Software Engineering, Facebook Reality Labs - Audio Algorithms",Facebook,"Burlingame, CA","Communicate and collaborate effectively with cross-functional hardware and software engineering teams.
5+ years of experience in algorithm developer, or system…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0970376076b8b81e&fccid=1639254ea84748b5&vjs=3
Software Engineer in Test,Cellares,"South San Francisco, CA","Operational and testing experience of software that interacts with hardware systems.
You will manage test automation infrastructure for distributed web-based…",,30+ days ago,https://www.indeed.com/rc/clk?jk=42639f7055071b6c&fccid=2a7334dbe1c9b31b&vjs=3
Principal Embedded Software Engineer,Form Energy,"San Francisco Bay Area, CA","Minimum 5+ years of experience in software development for embedded systems.
We’re looking for an Embedded Software Engineer to develop the firmware that will…",,30+ days ago,https://www.indeed.com/company/Form-Energy/jobs/Principal-Embedded-Software-Engineer-01d22b1179d0f40f?fccid=49dcf8eae7e9980a&vjs=3
Embedded iOS Developer,Johnson Service Group Inc.,"Alameda, CA",The successful candidates will work within the client’s high-performance development team that is developing world-class products in patient healthcare.,,21 days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6dl-DYSz0LSGJzJxQNYszf1i8hgirP1dhT7TFrgG1eYqweTqbLvJpB4u-xUstn7W1swS9ETXXf0Szvg5yq8aQEsLspwsrdiVVkAa2s2OyAF8kaJKXqFYtAJXIlFolEe6p0fvZDrZyTXATSTQpYa6LyUIB6yj-YVsCYrIhZQymvH0b-ccxW8xO82MRSk5Px6PsTS1gveNmQcwoJTH2Ut2E3cyYMCOd6v_IJs8TGlTJFlysiJdddn2K41xQf7AmLIhoupYDQTAv-pfp9olROo9_eqPL5lriURv0KGqqgQxp36eXVKvOXGkQkFCAHgQYHK9czrNn49J_MwjmykXlR8tP-pVsu_xWRr7svTZMeRycHtXR_ZR4xMHNdxXXGzNhDcbzAVfY8zsCynyt7S7PZpiQfrnHdSw0ItXgH4izEmVSakjbGhXZzbbGQEz43WLbpcg2vgg5-sP0vvDMa---QxDeVzbgW2xwF3ZJZXwjg7uB1Q==&p=4&fvj=0&vjs=3
Front End Software Engineer III,Charles Schwab,"San Francisco, CA",The candidate will work alongside a team of seasoned engineers whose main objective is to maintain all aspects of the overall software development lifecycle and…,,18 days ago,https://www.indeed.com/rc/clk?jk=a78b12a501f068b8&fccid=3c74eafe288fc8ca&vjs=3
Flight Software Engineer,Orbital Sidekick,"San Francisco, CA","Develop detailed understanding of onboard flight hardware and software interfaces.
Basic understanding of MATLAB or Python for integration of algorithms on…",,Active 9 days ago,https://www.indeed.com/company/Orbital-Sidekick/jobs/Flight-Software-Engineer-ab8087a12186b1de?fccid=e6f1f299ebf7dfaa&vjs=3
Java Developer,Bridgenexus Technlogies,"San Francisco Bay Area, CA","Software development: 1 year (Preferred).
Experience with Java EE, Spring, Struts 2, and Hibernate is required.
Job Types: Full-time, Contract.",,Active 17 days ago,https://www.indeed.com/company/BridgeNexus-Technologies-Inc/jobs/Java-Developer-0ea012ed461106de?fccid=8379869718b30ba1&vjs=3
Software Development in Test,Wish,"San Francisco, CA","You should have strong competencies in data structures, algorithms and software design.
Good understanding of different testing methodologies, concepts, best…",,30+ days ago,https://www.indeed.com/rc/clk?jk=9f4a519b6d867020&fccid=617690ce838507f3&vjs=3
(Intern) Software Engineer,Samsara,"San Francisco, CA","Samsara is the pioneer of the Connected Operations Cloud, which allows businesses that depend on physical operations to harness IoT (Internet of Things) data to…",,30+ days ago,https://www.indeed.com/rc/clk?jk=58b1e20d030c6fe5&fccid=4a9c3fc37e5f1a80&vjs=3
Lead Backend Developer,"Mursion, Inc","San Francisco, CA","Solid understanding of software development principles and best practices.
Collaborate with a unique blend of employees ranging from 3D artists, software…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0d532f090bb7c1aa&fccid=165fac5b1a6d1585&vjs=3
Engineering Manager - Full-Stack,Afresh,"San Francisco, CA","Scale up our impact by recruiting, interviewing, and hiring high-caliber software engineers.
6+ years of combined professional software engineering experience…",,17 days ago,https://www.indeed.com/rc/clk?jk=2c56bb567127dc06&fccid=cd4725921f2c98aa&vjs=3
Android Software Engineer,"Zoom Video Communications, Inc.","San Francisco Bay Area, CA","3 years of software programming experience.
Design major software components and features.
Excellent foundation in computer science, with competencies in data…",,30+ days ago,https://www.indeed.com/rc/clk?jk=e898b492ba273299&fccid=e32d933c26e873c8&vjs=3
Software Engineer - Experimentation,Uber,"San Francisco, CA","2+ years of experience in systems software engineering.
Experimentation is an exciting domain that is a mix of software engineering, distributed system, data…",,17 days ago,https://www.indeed.com/rc/clk?jk=fce608e9e59a4bb8&fccid=f766f8bfbc3effb7&vjs=3
"Analysis, Fullstack Software Engineer",Mixpanel,"San Francisco, CA","A proven track record of launching and maintaining large-scale web products.
A deep understanding of web application architecture and principles.",,30+ days ago,https://www.indeed.com/rc/clk?jk=d4eda3362f3d9555&fccid=ee4b0cf4f4f8a5c6&vjs=3
Support Engineer,Retool,"San Francisco, CA","You’ll work with support engineers and software engineers to diagnose, troubleshoot, and solve customer problems.
WHO YOU'LL WORK WITH.",,30+ days ago,https://www.indeed.com/rc/clk?jk=488ea92bbc4d1338&fccid=d84f54f1c7f8f653&vjs=3
Apple Education Products - Software Tools and Automation Engineer,Apple,"San Francisco, CA",Apple’s Education team is looking for a passionate Software Tools and Automation Engineer to help build and test the next generation of our education experience…,,30+ days ago,https://www.indeed.com/rc/clk?jk=8875f2c64ad1dfb7&fccid=c1099851e9794854&vjs=3
Senior PHP Developer - Remote |LATAM|,BairesDev,"Martinez, CA","These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices,…",,2 days ago,https://www.indeed.com/rc/clk?jk=7073efe19d2baec3&fccid=29707109e86166e5&vjs=3
Java Backend Developer,"Sigmaways, Inc.","San Carlos, CA","7+ years’ experience in core JAVA technologies including; Spring Framework, JMS, Hibernate, and Enterprise Integration Patterns.
Job Types: Part-time, Contract.",,21 days ago,"https://www.indeed.com/company/Sigmaways,-Inc./jobs/Java-Backend-Developer-eb48fc0bcfcf6853?fccid=292e801b19858528&vjs=3"
Software Engineer,Retool,"San Francisco, CA","5+ years experience in professional software development, ideally some of which you’ve spent in startups.
You’ll own projects from start to finish working with…",,30+ days ago,https://www.indeed.com/rc/clk?jk=44fba6907aecddf3&fccid=d84f54f1c7f8f653&vjs=3
Senior Frontend Software Engineer,Forethought,"San Francisco, CA","You will build features ranging from beautiful search tools for workers, to integrated Zendesk, Slack, or Chrome apps.
Proficiency in HTML/CSS/JS with React.js.",,30+ days ago,https://www.indeed.com/rc/clk?jk=b16f5d165207d571&fccid=c7cff1dec8c0c7cd&vjs=3
Software Engineer,Xona Space Systems,"San Mateo, CA","5+ years of professional software development experience.
Experience building and executing test plans to validate software for production release.",,30+ days ago,https://www.indeed.com/rc/clk?jk=c4a8df075353a480&fccid=bbee07db6890791d&vjs=3
Fullstack JavaScript Engineer,"Side, Inc.","San Francisco, CA","You will also write a full suite of automated tests with every new feature and bug fix to ensure production stability (unit, integration, e2e).",,30+ days ago,https://www.indeed.com/rc/clk?jk=d08a1f7cc7844cb0&fccid=d5efdde6e28bec13&vjs=3
Lead Software Development Engineer In Test,Extend,"San Francisco, CA","Extend is modernizing the $100 billion-per year extended warranty and protection plan industry using cutting edge technology, and top notch customer service.",,14 days ago,https://www.indeed.com/rc/clk?jk=bac15eae8f6cd680&fccid=d28b18be62aeef28&vjs=3
Backend Drupal Developer,Tekslist,"San Ramon, CA","Understanding of the software development lifecycle (e.g. Requirements, Design, Development, Testing) and website development best practices (specifically…",,30+ days ago,https://www.indeed.com/rc/clk?jk=eec79e22fdee50cc&fccid=5e737a2c10338436&vjs=3
"Software Engineer, Onboarding & Training, Education",Chan Zuckerberg Initiative,"Redwood City, CA","3+ years of industry experience as a full stack software engineer.
The Onboarding & Training team is looking for a full stack software engineer to build tools…",,30+ days ago,https://www.indeed.com/rc/clk?jk=4fca4ac0d0a22648&fccid=ad5cd49e0f99383f&vjs=3
Software Engineer - Perception,Saildrone,"Alameda, CA","Develop and maintain large-scale perception and ML regression tests to aid rapid software development, evaluate performance.
MS, PhD in a related field.",,19 days ago,https://www.indeed.com/rc/clk?jk=ce0a7c9ddd4a01a8&fccid=b4bb3ff6c080e25c&vjs=3
Applications Software Engineer (Java),KnowledgeLoop,"San Mateo, CA","Implement the application business logic on top of the data access to be used by Web UI components.
Developing applications on Apache, Tomcat, Jakarta, Xerces,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=961767bc1ad40cd4&fccid=91e8c0d3f9ae05c0&vjs=3
Software Engineer IV-5212-1,LT Technology Services,"San Francisco, CA","Mentor researchers and other team members on software engineering best practices, tips and techniques.
Demonstrated proficiency in computational complexity,…",,30+ days ago,https://www.indeed.com/rc/clk?jk=58d8c98e70a54f8a&fccid=4ed03476a1620afb&vjs=3
"Leadership Recruiter, Specialized SWE",Facebook,"San Francisco, CA","Experience working with recruiting tools, applicant tracking systems, data management/reporting techniques and software collaboration tools.",,7 days ago,https://www.indeed.com/rc/clk?jk=87c59727d6a3b1cc&fccid=1639254ea84748b5&vjs=3
Senior Developer,Chapter Three,"San Francisco, CA","Serve as technical leader on teams with clients, designers, project managers and developers.
Proficient in Drupal 8 development.",,30+ days ago,https://www.indeed.com/rc/clk?jk=0c213ccec1fd235e&fccid=2ddebfaeb6e079ce&vjs=3
Software Engineering Program Manager,Square,"San Francisco, CA","Able to demonstrate understanding of software development life cycle and best practices.
Develop and champion processes for efficiency and scale in the software…",,24 days ago,https://www.indeed.com/rc/clk?jk=ef4b8f430f8b02cf&fccid=09abad886b83c501&vjs=3
Senior Perl Developer - Remote |LATAM|,BairesDev,"Martinez, CA","Develop or upgrade existing Perl applications to modern application frameworks.
Review and provide feedback on functional and technical requirements.",,2 days ago,https://www.indeed.com/rc/clk?jk=d7316e57e37406b2&fccid=29707109e86166e5&vjs=3
"Software Engineer, Backend",Fathom,"San Francisco, CA","Developing data infrastructure to ingest, sanitize and normalize a broad range of medical data, such as electronics health records, journals, established…",,30+ days ago,https://www.indeed.com/rc/clk?jk=6c44064ab9888ca8&fccid=292ac9c0130b47e0&vjs=3
Head of Software Engineering,FORME Life,"San Francisco, CA","Experience managing teams of medium size software teams including offshore / near shore developers.
Experience working and managing software contractors.",,30+ days ago,https://www.indeed.com/rc/clk?jk=5648c11b9f38f825&fccid=ccda91bca789f74b&vjs=3
Software Engineering Manager,Zendesk,"San Francisco, CA","Zendesk builds software for better customer relationships.
Hire, onboard and retain talented software engineers and college interns.",,30+ days ago,https://www.indeed.com/rc/clk?jk=daf4899bfdaa915f&fccid=41e8f9abd9840a7a&vjs=3
Machine Learning Engineer - Health ML,Twitter,"San Francisco, CA","3+ years experience with one or more DL software frameworks such as Tensorflow, PyTorch, Theano.
The Health ML engineering team is responsible for building…",,30+ days ago,https://www.indeed.com/rc/clk?jk=51d6de3e18a227bf&fccid=7a3824693ee1074b&vjs=3
"Web Developer, React Native, Help Uplift The Black Community (NonProfit)",Spicy Green Book,"San Francisco, CA","Proven work experience as a Front-end developer.
Familiarity with software like Adobe Suite, Photoshop and content management systems.
No need to apply here.",,16 days ago,https://www.indeed.com/company/Spicy-Green-Book/jobs/Web-Developer-36e4d0288997ca5a?fccid=dd616958bd9ddc12&vjs=3
Staff Software Engineer-Revenue,Discord,"San Francisco, CA","You will work with teams across the organization such as Engineering, Product, Infrastructure, Finance and Customer Success to ensure that the technical…",,14 days ago,https://www.indeed.com/rc/clk?jk=57fb20c32c2e1e1f&fccid=f2ab4689def17626&vjs=3
"Software Engineer, Infrastructure",Instabase,"San Francisco, CA",Our Infrastructure Team is responsible for designing and developing a distributed operating system platform that powers Instabase's services and applications.,,30+ days ago,https://www.indeed.com/rc/clk?jk=fcd592c227904b10&fccid=84c0b67f3d42d75f&vjs=3
UI/UX Design Intern,Jasper,"San Francisco, CA","You will be one of the early UI/UX designers at Jasper, and as such, you will have broad ownership of building the platform and work with others across the…",,28 days ago,https://www.indeed.com/company/Brave-Health./jobs/Ui-Ux-Design-Intern-c0873203cdc103d8?fccid=e039cb1d99809c81&vjs=3
"MTS 2 Software Engineer, Back End",eBay Inc.,"San Francisco, CA","Design and implement systems compatible with existing payments Infrastructure within eBay.
Segment and design system layers to support componentized and layered…",,26 days ago,https://www.indeed.com/rc/clk?jk=d70e16a93f4b6692&fccid=ccf155b8e5eb4bf8&vjs=3
Staff Software Engineer,Sparrow,"San Francisco, CA","Our mission is to make it simple for companies to provide their employees with all kinds of leave (i.e. family, medical, etc.).",,30+ days ago,https://www.indeed.com/rc/clk?jk=741844616fc6d970&fccid=f7e8c3964842d65a&vjs=3
Software Engineer In Test (QA) Intern (Summer 2021),Splunk,"San Francisco, CA","Curious about software quality engineering in a large-scale environment.
Familiarity with object-oriented programming concepts, large-scale software…",,30+ days ago,https://www.indeed.com/rc/clk?jk=bd72f8afcd985dbb&fccid=aef928e89977f7f0&vjs=3
Research Intern of Vision & Simulation for Virtual Human,DeepMotion,"San Francisco Bay Area, CA","Experience with animation or rendering software development.
Knowledge in digital camera system and real-time operating system software design and development…",,30+ days ago,https://www.indeed.com/rc/clk?jk=2657b31cdd237686&fccid=0311449ba0473e75&vjs=3
Front End Engineer,Genome Medical,"South San Francisco, CA","Experience working with other frontend developers, UX designers and backend developers.
Our platform of products include a resource center for patients, care…",,30+ days ago,https://www.indeed.com/rc/clk?jk=8d2894d43f0823f8&fccid=3be2cfc6f6a2605a&vjs=3
Sr. Software Engineer,AMS Job Support,"San Francisco, CA","4 years experience (employment, internship, or large project) in software/web development.
Design, Build, implement, test, and deploy software applications (web…",,29 days ago,https://www.indeed.com/company/AMS-Customer-Support/jobs/Senior-Software-Engineer-70c084eea698791f?fccid=a1dd40dc7eb73000&vjs=3
Software Engineer II – Price Services,Gap Inc.,"San Francisco, CA","5+ years professional software development experience.
Partner with product management, technical management, and architecture in the design of software…",,30+ days ago,https://www.indeed.com/rc/clk?jk=b3609aaa5260a790&fccid=76644a33987f2488&vjs=3
Principal Software Engineer (Remote),Matterport,"San Francisco, CA",You’ll be responsible for crafting and scaling services for the Matterport Platform which serves billions of requests a month.,,11 days ago,https://www.indeed.com/rc/clk?jk=303df77f4b343b3f&fccid=fe4c37e907e47c18&vjs=3
Mechatronics Intern,ZoNexus LLC,"Berkeley, CA","Experience with software development (back-end and front-end) using Python.
Associate, Bachelors or Masters student in mechanical engineering, electrical and…",,11 days ago,https://www.indeed.com/company/ZoNexus-LLC/jobs/Mechatronic-Intern-7a893a9960c04ab1?fccid=daa0117b31c0fe42&vjs=3
"Senior Software Engineer – APIs and Developer Community - Opportunity for Working Remotely San Francisco, CA",VMware,"San Francisco, CA","7 plus years experience in designing and delivering commercial software products.
The ideal candidate is someone who understands both security stacks and…",,30+ days ago,https://www.indeed.com/rc/clk?jk=06a224b2e8bcd753&fccid=c762a27145bd166e&vjs=3
NLP/NLU Software Engineer,Vectorspace AI,"San Francisco, CA","Details: Vector analysis and creation of variants for correlation coeffecient calculations.
We're using Python primarily along with Tcl related to data…",,30+ days ago,https://www.indeed.com/rc/clk?jk=3def9f8c6d3d3f6f&fccid=dbfc7d91b7f91213&vjs=3
Software Engineer in Test,Blurb,"San Francisco, CA","Collaborate with other software engineers, Product Manager and stakeholders to ensure Blurb.com continues to meet a high bar of quality [15%].",,30+ days ago,https://www.indeed.com/rc/clk?jk=9d48f0639acb19a0&fccid=ff611cd09d49f7ea&vjs=3
IOS Developer,Savi Technologies,"San Francisco, CA","Work with backend developers to integrate and consume restful API’s.
Able to assess feasibility, difficulty and provide time estimates on implementing new…",,30+ days ago,https://www.indeed.com/rc/clk?jk=9f8144912cbfdb27&fccid=22d447f14ba57b80&vjs=3
Software Engineer Backend - Observability,Splunk,"San Francisco, CA","As a backend engineer, you will work closely with large-scale distributed systems, streaming data pipelines and advanced algorithms that power Splunk…",,27 days ago,https://www.indeed.com/rc/clk?jk=b1efedca5912b196&fccid=aef928e89977f7f0&vjs=3
Senior Principal Software Developer - Remote US,Dell Technologies,"San Francisco Bay Area, CA","Extensive experience in infrastructure software and hardware design and development, abstractions, programmability, protocols and scaling.",,30+ days ago,https://www.indeed.com/rc/clk?jk=956f6391e8c01c67&fccid=dd09fe3b43125016&vjs=3
"Manager, Software QA Engineering",Sony Interactive Entertainment PlayStation,"San Francisco, CA","3+ years successful software QA management experience.
Act as a strong advocate for test automation and quality in the product development process for software…",,30+ days ago,https://www.indeed.com/rc/clk?jk=0c2ece0c8fa9de29&fccid=750bb2e27e97e3c1&vjs=3
Front End Software Engineer,Boost CTR,"San Francisco, CA","5 years experience building scalable ecommerce applications or mobile software.
Understanding of basic software development methodologies including SCRUM and…",,30+ days ago,https://www.indeed.com/rc/clk?jk=de55a82c765699a4&fccid=cc1aedce2805c74b&vjs=3
"Engineering Manager, iOS Platform",Pinterest,"San Francisco, CA","Experience with mobile software development skills and best practices.
Demonstrated track record of improving software quality with stable app releases.",,30+ days ago,https://www.indeed.com/rc/clk?jk=b2a72dda97916d62&fccid=43014b1412e0a7b6&vjs=3
Sr. iOS Healthcare App Developer,Johnson Service Group Inc.,"Oakland, CA","The successful candidate will be an integral member of a larger product develop group that works in all digital technologies (mobile, watch, desktop and cloud).",,30+ days ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6dl-DYSz0LSGJzJxQNYszf1i8hgirP1dhT7TFrgG1eYqweTqbLvJpB4u-xUstn7Wp86CJOsoXuzrNUnhcbOHVlIlvOOfRF-_YVk9VA8SvPhNw-pSv-ZkyUemI8AFAm-wJtLppBsbgIXw2NDDvemlX3CtJOn2ePHoSn1mo6Om6b9fuWc5vc-dn4l931HaxcQgR5pycYBgP7yq2Bglmt4qPmrJBxoqBxx1Ddgs-7j6uNBFBKUxTW5mr5qx1eRQce-vT1hjhzKq8QbPruvx5F_JOVvS9X7uatEiWtKy4mC-_yaarUydyBfY9vFpYFk9HGZPahv01AzB9e4Ij3IkkMgaea5K56MPVKw6flDzUYyaLZdtKknbq05pV0vyeqEylHyp4dLqZV3SAKcd8GTvRQFJkoY0258ifr0MJ1vLdlufgBQfJ07qT8jBtI0rEhfkI8IWR3lBjBb8jrEHswZFJKl55YOMwt7Fyrsgc7BiNCPPkqA==&p=1&fvj=0&vjs=3
